Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column
UNIVERSAL GENETICS LLC,CA,MONROVIA,184202,0,0,POINT (-118.000929 34.14591)
BEN J ODELL MD,KY,ASHLAND,0,1080,0,POINT (-82.646675 38.475807)
DMS SPECIALTY SERVICES,FL,BOCA RATON,61803,96,0,POINT (-80.089831 26.35052)
VARIETY CARE INC,OK,GRANDFIELD,620,110,0,POINT (-98.683416 34.23188)
HIGHLAND PHARMACY INC,KY,GLASGOW,53440,5351,3816,POINT (-85.911869 36.995839)
KWOCK MEDICAL SERVICES,HI,HONOLULU,0,2011,0,POINT (-157.858158 21.30992)
CURL AND CLARK,MS,HOLLY SPRINGS,0,133,0,POINT (-89.444805 34.767501)
COMMUNITY MEDICAL CENT,CA,MANTECA,0,994,2600,POINT (-121.221302 37.802408)
GIANT EAGLE INC,PA,VERONA,0,0,8552,POINT (-79.843219 40.504004)
NORTHWEST RADIOLOGY AS,NJ,DOVER,0,20,0,POINT (-74.55945 40.884095)
OSU FAMILY PRACTICE SE,OH,COLUMBUS,98,1524,24546,POINT (-82.996216 39.962649)
AZFAR CHAK MD,NY,NYACK,0,10792,0,POINT (-73.918239 41.090984)
TIPPAH COUNTY HOSPITAL,MS,RIPLEY,249930,77170,320,POINT (-88.949081 34.730364)
NITIN M CHOPDE MD,MD,LAUREL,240,0,760,POINT (-76.848374 39.099535)
X RAY MEDICAL GROUP IN,CA,LA MESA,10,4299,0,POINT (-117.024725 32.766157)
DUQUESNE UNIVERSITY,PA,PITTSBURGH,81162,69,0,POINT (-79.994945 40.442169)
HAYES BARTON PHARMACY,NC,RALEIGH,8480,0,22944,POINT (-78.64167 35.781295)
CONCORD CHILDRENS CLIN,NC,CONCORD,252,0,753,POINT (-80.579179 35.408672)
BLOOMINGTON MEDICAL SE,OH,WOOSTER,2786,36975,0,POINT (-81.939946 40.79818)
NORTHERN ARIZONA HEALT,AZ,COTTONWOOD,5660,15946,0,POINT (-112.027798 34.732323)
BELLEFONTE PHYSICIAN S,KY,ASHLAND,196,0,0,POINT (-82.646675 38.475807)
MODESTO RADIOLOGICAL M,CA,SAN FRANCISCO,11,38,0,POINT (-122.420168 37.78008)
HIGH COUNTRY COMMUNITY,NC,ELKIN,16585,2980,23456,POINT (-80.851666 36.248106)
CAROLINA NEPHROLOGY PA,SC,CLINTON,0,9665,0,POINT (-81.880784 34.47264)
WILLARD A SNYDER JR MD,GA,BRUNSWICK,0,105,3032,POINT (-81.50248 31.168992)
PHYSICIAN GROUP OF ARK,AR,HOPE,0,4335,0,POINT (-93.591517 33.66702)
OSF MEDICAL GROUP OSF,IL,EVERGREEN PARK,2082,325797,0,POINT (-87.703107 41.722554)
FLORIDA KIDNEY PHYSICI,FL,TAMPA,0,1053,0,POINT (-82.458776 27.947423)
MEDCARE HEALTH INC,NY,BROOKLYN,2120,0,1240,POINT (-73.990996 40.692529)
ALLEN MEMORIAL HOSPITA,IA,GRUNDY CENTER,29,29,0,POINT (-92.768301 42.361475)
CENTRAL JERSEY URGENT,NJ,OCEAN,3134,535,4800,POINT (-74.032533 40.242529)
ST FRANCIS HOUSE NWA I,AR,SPRINGDALE,274656,71058,14362,POINT (-94.138521 36.185104)
BETHESDA CLINIC,TN,CLIFTON,23589,26195,1560,POINT (-87.993879 35.383282)
DUPLIN COUNTY HEALTH D,NC,KENANSVILLE,48696,42625,22764,POINT (-77.961988 34.961781)
BELLEVUE HOSPITAL CENT,NY,NEW YORK,12011,821,0,POINT (-74.007228 40.713054)
NILE CITY PHARMACY INC,NY,ASTORIA,192,13555,0,POINT (-73.930603 40.7719)
PAUL J RUWE INC,KY,COVINGTON,0,0,3080,POINT (-84.508483 39.083687)
ALLINA HEALTH SYSTEM,MN,SAINT PAUL,1498,1554,0,POINT (-93.094281 44.943719)
ST LUKES PHYSICIAN GRO,PA,NAZARETH,316,612,0,POINT (-75.311925 40.740616)
HINTON HEALTHCARE GROU,IL,BELLEVILLE,80,0,360,POINT (-89.984229 38.512629)
PAFFORD EMERGENCY MEDI,MS,CLARKSDALE,0,153513,0,POINT (-90.57496 34.202624)
INDIANA NEPHROLOGY AND,IN,NOBLESVILLE,0,3131,0,POINT (-86.012241 40.045604)
MASTER MARK NP PLLC,AZ,MESA,1804,314,0,POINT (-111.831498 33.41514)
DELCO DRUGS AND SPECIA,NY,STATEN ISLAND,80,0,14470,POINT (-74.076203 40.643498)
JB PHARMACY INC,CO,PUEBLO,0,0,11091,POINT (-104.610415 38.265425)
JEFFERSON UNIVERSITY P,NJ,STRATFORD,0,205,0,POINT (-75.012523 39.834483)
FOOTHILL EMERGENCY MED,CA,SAN GABRIEL,20532,2771,0,POINT (-118.107229 34.099203)
CLINIC PHARMACY,IA,IOWA FALLS,0,0,5160,POINT (-93.265461 42.519636)
PEMISCOT MEMORIAL HEAL,MO,KENNETT,0,0,40,POINT (-90.05686 36.236708)
APOLLO HEALTH NETWORK,FL,MIAMI,108402,1294,0,POINT (-80.194702 25.775084)
APOGEE MED GRP SC PC,SC,MOUNT PLEASANT,0,145706,0,POINT (-79.8765 32.790438)
MASSACHUSETTS GENERAL,MA,BOSTON,910394,3807299,180480,POINT (-71.056742 42.358894)
HOSPITAL MEDICINE SERV,MO,JEFFERSON CITY,0,5426,0,POINT (-92.187689 38.577896)
CLARION HOSPITAL,PA,CLARION,30680,41332,4393,POINT (-79.380948 41.211475)
LA JOLLA OBSERVATION M,CA,LA JOLLA,1396,0,0,POINT (-117.2733 32.847198)
WAYNE GENERAL HOSPITAL,MS,JACKSON,0,295,0,POINT (-90.183488 32.302897)
EMIOLA ASEMOTA,NJ,VENTNOR CITY,2063,412,0,POINT (-74.481191 39.338709)
ARKANSAS CHILDRENS HOS,AR,LITTLE ROCK,0,101,0,POINT (-92.275105 34.748745)
ANDES HEALTH MART,IL,EFFINGHAM,600,0,4086,POINT (-88.54561 39.118299)
GRUBBS PHARMACY OF DC,DC,WASHINGTON,760,0,18222,POINT (-77.019912 38.892062)
CRAIG S CARTER MD FACS,NC,CLAYTON,0,2464,0,POINT (-78.459919 35.653224)
FALLS TOWNSHIP VOLUNTE,OH,ZANESVILLE,0,2108,0,POINT (-82.003967 39.939998)
HENRY FORD HEALTH SYST,MI,DETROIT,76,673,236,POINT (-83.047853 42.332916)
MORTON PLANT MEASE PRI,FL,TAMPA,605,0,127,POINT (-82.458776 27.947423)
LEXINGTON HEALTH INC,SC,CAYCE,107,98,0,POINT (-81.080225 33.961486)
PROCTOR HEALTH SYSTEMS,IL,PEORIA HEIGHTS,0,134,0,POINT (-89.573971 40.746305)
D AND G ADVENTURES,NC,FARMVILLE,1000,0,23300,POINT (-77.587372 35.595097)
UC SAN DIEGO HEALTH CO,CA,SAN DIEGO,592,0,0,POINT (-117.163817 32.71576)
COLORADO URGENT CARE P,CO,BROOMFIELD,2017239,315507,0,POINT (-105.081661 39.923985)
BBH WBMC LLC,AL,JASPER,303731,697056,0,POINT (-87.278701 33.831291)
CHRIST COMMUNITY HEALT,TN,MEMPHIS,72,7342,47117,POINT (-90.052136 35.143378)
HUDSON HEALTHCARE EXPR,NJ,NORTH BERGEN,473108,5127,2408,POINT (-74.023344 40.793499)
ALLIANCE COMMUNITY HOS,OH,ALLIANCE,238203,203309,14228,POINT (-81.105844 40.9125)
MISSISSIPPI HMA HOSPIT,MS,CANTON,0,39504,0,POINT (-90.03489 32.61386)
VARSHA PHARMACY INC,NY,SELDEN,440,0,2343,POINT (-73.047662 40.863803)
UMASS MEMORIAL MEDICAL,MA,NORTHBOROUGH,663,303,0,POINT (-71.642696 42.305189)
ANNA HOSPITAL CORPORAT,IL,ANNA,13118,23691,16,POINT (-89.243592 37.462002)
ST LUKES PHYSICIAN GRO,PA,PALMER TOWNSHIP,1495,1298,0,POINT (-75.267899 40.685501)
BOSONS PHARMACEUTICAL,MD,SILVER SPRING,480,0,15241,POINT (-77.028121 38.996088)
ELIZABETH DEWEY MD,NC,GREENSBORO,635,234,0,POINT (-79.793899 36.072701)
NORTHEAST FLORIDA HEAL,FL,DELAND,178827,8198,30790,POINT (-81.29927 29.028093)
OREGON LUNG SPECIALIST,OR,SPRINGFIELD,0,916,0,POINT (-123.022054 44.046191)
PAWHUSKA HOSPITAL INC,OK,PAWHUSKA,65,611,0,POINT (-96.340135 36.663441)
SINGING RIVER RADIOLOG,MS,OCEAN SPRINGS,1481,8022,0,POINT (-88.798599 30.412463)
BUTLER PHYSICIAN SERVI,MO,POPLAR BLUFF,0,53145,0,POINT (-90.402334 36.764901)
CHATTANOOGA EMERGENCY,TN,HIXSON,2559,657,0,POINT (-85.232803 35.140598)
RURAL HEALTH CARE INC,SD,CHAMBERLAIN,61,0,0,POINT (-99.330913 43.80997)
DAUGHTERS OF CHARITY,LA,NEW ORLEANS,3782,0,762,POINT (-90.074948 29.950621)
MYS LLC,OH,HAMILTON,520,0,9361,POINT (-84.558797 39.398871)
CHOLANKERIL MEDICAL AS,NJ,ELIZABETH,0,6603,0,POINT (-74.211653 40.661927)
PROMED HEALTH PLLC,NC,CHARLOTTE,82,0,11078,POINT (-80.840161 35.222936)
ST MARYS MEDICAL GROUP,KY,HENDERSON,357,618,0,POINT (-87.590825 37.836281)
MANNINOS FAMILY PRACTI,LA,HAMMOND,360,0,6056,POINT (-90.458285 30.503682)
WESTERN WAKE INTERNAL,NC,CARY,160,851,0,POINT (-78.781139 35.791444)
BORREGO COMMUNITY HEAL,CA,RIVERSIDE,40,79,13704,POINT (-117.377025 33.980534)
SARASOTA COUNTY BOARD,FL,SARASOTA,0,18343,0,POINT (-82.538602 27.336483)
QUANTUM PLUS,CO,CANON CITY,9893,4465,0,POINT (-105.23489 38.442184)
EMERSON HOSPITAL,MA,CONCORD,46823,15828,0,POINT (-71.355036 42.459041)
MERCYONE MEDICAL GROUP,IA,WAUKEE,6535,1378,56,POINT (-93.885632 41.611984)
BAPTIST HEALTH MEDICAL,IN,CORYDON,529,104,0,POINT (-86.126305 38.212238)
BELFON HEALTH AND AEST,FL,MIRAMAR,28010,0,480,POINT (-80.301479 25.985256)
ASSURE LABORATORIES,SC,GREENVILLE,1371057,30248,0,POINT (-82.398964 34.850746)
6 PALO ALTO MEDICAL FO,CA,SAN MATEO,264,0,0,POINT (-122.314351 37.547166)
BATON ROUGE BLACK ALCO,LA,BATON ROUGE,0,0,240,POINT (-91.187488 30.443319)
CROSSROADS URGENT CARE,TN,LENOIR CITY,6563,1413,0,POINT (-84.259618 35.805153)
COMMUNITY HEALTHCARE N,NY,BRONX,625,0,0,POINT (-73.920265 40.826153)
FAIRVIEW EXPRESS CARE,MN,MINNEAPOLIS,0,315,0,POINT (-93.264346 44.977479)
NICHOLAS H NOYES MEMOR,NY,DANSVILLE,88840,91929,1216,POINT (-77.694653 42.559678)
LAS CRUCES PHYSICAL PR,NM,LAS CRUCES,0,271,305,POINT (-106.780434 32.316215)
USACS OF CONNECTICUT L,CT,BRISTOL,53640,15640,0,POINT (-72.945791 41.673037)
VISIONARY CTS LLC,MO,SAINT CHARLES,0,0,188702,POINT (-90.486926 38.781153)
MERRIMACK RADIOLOGY CR,MA,LOWELL,0,12,0,POINT (-71.3074 42.645426)
MARYLAND GENERAL,MD,BALTIMORE,44542,84261,0,POINT (-76.612333 39.290443)
LOURDES HOSPITAL,NY,WHITNEY POINT,182,108,0,POINT (-75.965653 42.329047)
PURDUE UNIVERSITY STUD,IN,MONON,736,172,360,POINT (-86.878888 40.868021)
MD24 INC,AZ,SURPRISE,1094478,15025,123680,POINT (-112.330171 33.628998)
ERIE FAMILY HEALTH CEN,IL,CHICAGO,920,228,0,POINT (-87.632398 41.883229)
UNIVERSITY OF PGH PHYS,PA,MONROEVILLE,4172,3180,0,POINT (-79.79027 40.424653)
CHOTA COMMUNITY HEALTH,TN,VONORE,144563,13622,17420,POINT (-84.23625 35.590567)
CLEVELAND CLINIC,OH,LORAIN,838,516,0,POINT (-82.178231 41.468267)
NORTON HOSPITAL INC,KY,LOUISVILLE,227,390881,0,POINT (-85.751569 38.256078)
HERINGTON MUNICIPAL HO,KS,HILLSBORO,141,36,0,POINT (-97.20609 38.350735)
COLUMBIA EMERGENCY MED,CA,LONG BEACH,184601,35339,0,POINT (-118.193723 33.767168)
EVA CHAN MD,CA,WEST COVINA,1960,0,11120,POINT (-117.938239 34.068896)
THE CHARLOTTE MECKLENB,NC,DAVIDSON,0,296,40,POINT (-80.848485 35.49925)
PIONEER PHYSICIANS NET,OH,UNIONTOWN,0,89,0,POINT (-81.406968 40.976108)
TMC WOODLAND FAMILY HE,AL,WOODLAND,0,45,0,POINT (-85.39737 33.373825)
GUTHRIE CLINIC,PA,WYALUSING,79,0,160,POINT (-76.25978 41.66821)
FAMILY HEALTHCARE NETW,CA,THREE RIVERS,59,0,0,POINT (-118.885141 36.457312)
ALLEN MEMORIAL HOSPITA,IA,CEDAR FALLS,0,0,5415,POINT (-92.4534 42.537809)
ST VINCENT MEDICAL GRO,AR,LITTLE ROCK,51,84,31587,POINT (-92.275105 34.748745)
WYANDOTTE PHARMACY,MI,WYANDOTTE,320,0,4531,POINT (-83.150254 42.201008)
MERCY PHYSICIAN SERVIC,IA,CEDAR RAPIDS,969,638,0,POINT (-91.669808 41.978122)
OAKLAND MERCY HOSPITAL,NE,OAKLAND,2717,204,396,POINT (-96.463432 41.834532)
JOHNSON MEMORIAL HOSPI,CT,STAFFORD SPRINGS,59565,36060,5316,POINT (-72.302901 41.953931)
ACCLAIM PHYSICIAN GROU,MO,BLUE SPRINGS,139,4826,0,POINT (-94.276029 39.0239)
SOUTHERN BANK EMERGENC,NJ,NEW BRUNSWICK,190924,86402,0,POINT (-74.444139 40.495921)
NUCARA PHARMACY,IA,CORALVILLE,0,0,336,POINT (-91.577768 41.672677)
IV STAT INC,FL,FORT WALTON BEACH,0,0,3273,POINT (-86.613219 30.404156)
AEGIS HEALTH SERVICES,MD,ELLICOTT CITY,61871,852,0,POINT (-76.798018 39.267467)
ABINGTON MEMORIAL HOSP,PA,SOUTHAMPTON,819,0,0,POINT (-75.043818 40.174478)
ST PATRICK HOSPITAL AN,MT,MISSOULA,244515,442775,80,POINT (-113.994017 46.872129)
AUSTIN REGIONAL CLINIC,PA,BERWYN,11891,603,829,POINT (-75.441214 40.045179)
BENTON DISCOUNT PHARMA,KY,BENTON,0,0,40,POINT (-88.348668 36.857175)
UNITED PHYSICIAN GROUP,GA,HAMPTON,41460,32980,0,POINT (-84.283312 33.383374)
IHA HEALTH SERVICES CO,MI,CANTON,114,0,0,POINT (-83.486713 42.297972)
PULMONARY AND CRITICAL,MD,HAVRE DE GRACE,0,30080,0,POINT (-76.091628 39.547662)
AFFINITY PHYSICIANS LL,RI,LINCOLN,46,100,0,POINT (-71.445401 41.926671)
PAYLESS PHARMACY EXPRE,AL,DECATUR,0,0,4560,POINT (-86.979986 34.605557)
ROBERT WOOD JOHNSON ME,NJ,SOMERSET,359,85,0,POINT (-74.522971 40.498331)
SOUTH CENTRAL REGIONAL,MS,LAUREL,892978,1568416,0,POINT (-89.12937 31.691551)
LOOKOUT HEALTH CORP,CA,REDWOOD CITY,3920,0,84469,POINT (-122.22815 37.484778)
BELEW DRUG WASHINGTON,TN,KNOXVILLE,0,0,6099,POINT (-83.916677 35.962631)
MERCY HOSPITAL TISHOMI,OK,TISHOMINGO,63159,37963,0,POINT (-96.679407 34.235911)
IANDB MEDICAL ASSOCIAT,FL,MIAMI,0,0,114040,POINT (-80.194702 25.775084)
WEST FL PHYSICIANS NET,FL,PORT CHARLOTTE,0,81,0,POINT (-82.101078 26.981878)
RIVERSIDE PEDIATRIC GR,NJ,SECAUCUS,901,0,68220,POINT (-74.067857 40.778204)
SUNSET COMMUNITY HEALT,AZ,WELLTON,0,58,0,POINT (-114.142212 32.672676)
ABINGTON EMERGENCY PHY,PA,LANSDALE,8819,2687,0,POINT (-75.28374 40.241561)
MOUNT CARMEL HEALTH PR,OH,POWELL,0,0,398,POINT (-83.075182 40.158024)
CONERSTONE PHARMACY JA,AR,JACKSONVILLE,320,0,6446,POINT (-92.10974 34.867756)
PARADIGM LABS LLC,GA,SAINT SIMONS ISLAND,0,0,40,POINT (-81.395379 31.136924)
ORLANDCARE PHARMACY AN,CA,ORLAND,0,0,1000,POINT (-122.195462 39.747352)
SIOUX FALLS SURGICAL H,SD,SIOUX FALLS,12761,2188,834,POINT (-96.743185 43.488765)
HOMETOWN PHARMACY INC,MI,ANN ARBOR,120,0,960,POINT (-83.748478 42.281419)
TERRY BENNETT,AL,ARAB,0,0,2623,POINT (-86.49582 34.316833)
EMERGIGROUP PHYSICIAN,OK,OKLAHOMA CITY,59655,7433,0,POINT (-97.521264 35.468494)
BROAD AND SNYDER PHARM,PA,PHILADELPHIA,1080,0,55564,POINT (-75.16562 39.951061)
I V MEDICINES INC,MS,NATCHEZ,0,0,1640,POINT (-91.405318 31.561592)
VICTORIA FAMILY PRACTI,GA,STATESBORO,1232,0,0,POINT (-81.777753 32.44877)
ST MARYS HOSPITAL AND,CO,GRAND JUNCTION,24054,995849,0,POINT (-108.570816 39.067379)
MICHIGAN URINE TOXICOL,MI,SAGINAW,1112286,0,0,POINT (-83.946359 43.419547)
JAYSIX ENTERPRISES LLC,NM,ALBUQUERQUE,0,0,3984,POINT (-106.649241 35.084248)
BIO MEDICAL APPLICATIO,GA,SAVANNAH,0,0,37,POINT (-81.090103 32.08059)
VAIL VALLEY MEDICAL CE,CO,AVON,153,648,0,POINT (-106.522252 39.63228)
J AND R CONSULTING SER,KY,BENTON,40,0,9687,POINT (-88.348668 36.857175)
FREEMAN PHYSICIAN GROU,MO,LAMAR,1643,293,0,POINT (-94.272707 37.493115)
ANMED HEALTH,GA,HARTWELL,160,159,0,POINT (-82.93308 34.352684)
SURGICAL CARE SPECIALI,PA,ABINGTON,0,1112,0,POINT (-75.116999 40.115354)
MICHAEL S AGRON MD INC,CA,ARCADIA,45458,12206,0,POINT (-118.040889 34.136534)
GREESON RX LLC,GA,POOLER,0,0,32087,POINT (-81.249549 32.113801)
MICHAEL R DIBENEDETTO,ID,PONDERAY,636,364,0,POINT (-116.535992 48.304346)
SOUTHWEST KIDNEY INSTI,AZ,CAREFREE,0,1440,0,POINT (-111.921163 33.820978)
JOHN ED CHAMBERS MEMOR,AR,DANVILLE,12046,33062,0,POINT (-93.393518 35.053979)
GIANT EAGLE INC TAMARK,OH,CUYAHOGA FALLS,0,0,12943,POINT (-81.484254 41.136394)
THE CRAYTON MITCHELL G,FL,ROCKLEDGE,0,0,2560,POINT (-80.717462 28.324494)
BUENO PHARMACY LLC,FL,SANFORD,0,0,21773,POINT (-81.273111 28.800795)
GASTON FAMILY HEALTH S,NC,WINSTON SALEM,0,92,0,POINT (-80.243735 36.096261)
BRASELTON URGENT CARE,GA,BRASELTON,250887,21642,0,POINT (-83.76243 34.107049)
CONWAY REGIONAL MEDICA,AR,CONWAY,1249,840,3254,POINT (-92.4367 35.091798)
UNIVERSITY HOSPITALS M,OH,BEDFORD,17,0,0,POINT (-81.534817 41.393876)
NORTHERN MONMOUTH COUN,NJ,WALL TOWNSHIP,0,39,0,POINT (-74.098565 40.160743)
JOHN C LINCOLN LLC,AZ,PHOENIX,118,597,0,POINT (-112.072585 33.448204)
FRESENIUS MEDICAL CARE,NJ,SICKLERVILLE,0,0,40,POINT (-74.969704 39.717201)
DELMONT MEDICAL CARE,NY,WESTBURY,0,0,1560,POINT (-73.600761 40.759408)
MARICOPA INTEGRATED HE,AZ,PHOENIX,714373,3001802,169391,POINT (-112.072585 33.448204)
SOUTH SHORE CARDIOVASC,FL,BRANDON,0,4845,0,POINT (-82.288477 27.937659)
BEVERLYCARE,CA,MONTEBELLO,243,256,70491,POINT (-118.116473 34.019457)
DOMINICAN MEDICAL FOUN,CA,BOULDER CREEK,43,0,0,POINT (-122.122347 37.125352)
JASON FLETCHER DO A ME,CA,LONG BEACH,0,110,0,POINT (-118.193723 33.767168)
COMMUNITY MEMORIAL HEA,KS,BLUE RAPIDS,0,59,0,POINT (-96.659254 39.682952)
MICHAEL DAVIS MD,CA,MANTECA,0,4964,0,POINT (-121.221302 37.802408)
GARDEN VALLEY FIRE PRO,ID,GARDEN VALLEY,0,3087,0,POINT (-115.953729 44.091493)
HOLSTON MEDICAL GROUP,TN,KINGSPORT,16473,5770,860,POINT (-82.540855 36.538956)
BEAUMONT MEDICAL GROUP,MI,SOUTHFIELD,0,1507,0,POINT (-83.240756 42.477952)
HEALTH CARE CENTER FOR,FL,ORLANDO,4679,588,125868,POINT (-81.378879 28.538331)
INTELLIGENECG CANCER G,KS,STILWELL,215764,0,0,POINT (-94.656097 38.769199)
HPMG OF ILLINOIS LLC,IL,MCHENRY,0,27955,0,POINT (-88.27339 42.344597)
DLP FRYE MEDICAL GROUP,NC,CONOVER,8291,1823,0,POINT (-81.21853 35.711493)
EUROFINS NTD LLC,NY,MELVILLE,13100,14200,0,POINT (-73.415176 40.793864)
CITYLIFE NJ LLC,NJ,TRENTON,1319,0,0,POINT (-74.759709 40.220572)
SUTTER COAST HOSPITAL,CA,CRESCENT CITY,309895,147177,1103,POINT (-124.204373 41.754772)
LIMA MEMORIAL PROFESSI,OH,RUSSELLS POINT,1332,205,0,POINT (-83.892 40.468475)
PREMIER PEDIATRICS LLC,FL,OCALA,51221,1860,6480,POINT (-82.137789 29.189311)
CAROLINAS PHYSICIANS N,NC,WESLEY CHAPEL,22,177,0,POINT (-80.672385 35.010309)
FRONTIER HEALTHCARE SY,IL,CHICAGO,0,0,742,POINT (-87.632398 41.883229)
ROSELLE PARK RITA PHAR,NJ,ROSELLE PARK,440,0,2564,POINT (-74.264792 40.665363)
ALABAMA STATE UNIVERSI,AL,MONTGOMERY,36918,0,0,POINT (-86.299651 32.376547)
SAINT MARY PHARMACY LL,CA,LAGUNA HILLS,40,0,800,POINT (-117.710412 33.612927)
6 PALO ALTO MEDICAL FO,CA,SUNNYVALE,739,150,0,POINT (-122.036572 37.373676)
CONTRA COSTA COUNTY FI,CA,MARTINEZ,8049815,751761,3408801,POINT (-122.134855 38.018992)
COMMUNITY PHYSICIANS O,IN,ANDERSON,0,179,0,POINT (-85.67821 40.107884)
WINCHESTER PHYSICIAN A,MA,BURLINGTON,56,0,0,POINT (-71.195832 42.504986)
SKYLINE MEDICAL CENTER,TN,NASHVILLE,1811878,4026431,0,POINT (-86.779932 36.166687)
HEALTH FIRST MEDICAL G,FL,PALM BAY,0,316,0,POINT (-80.67266 27.999015)
WILLIAMS MEDICAL GROUP,OK,WEATHERFORD,53259,12938,0,POINT (-98.704959 35.526058)
PASSAIC COMMUNITY PHAR,NJ,PASSAIC,0,0,48629,POINT (-74.12484 40.859885)
SOUTHWEST INFECTIOUS D,IL,PALOS HEIGHTS,0,32078,0,POINT (-87.79891 41.667958)
RESPACARE PA,NJ,SOMERVILLE,0,5510,0,POINT (-74.611731 40.56816)
TRINITY MEDICAL ASSOCI,FL,TRINITY,1012,579,0,POINT (-82.669418 28.175591)
MARSHALL MEDICAL CENTE,TN,COLUMBIA,14074,9093,0,POINT (-87.048754 35.616214)
OKLAHOMA WESLEYAN UNIV,OK,BARTLESVILLE,224270,0,0,POINT (-95.944392 36.75067)
DILLON COMMUNITY PHARM,SC,DILLON,40,0,8246,POINT (-79.370253 34.422241)
NEIGHBORHOOD OUTREACH,AZ,PHOENIX,7601,7286,120,POINT (-112.072585 33.448204)
MAIN STREET MEDICAL LL,FL,TAMPA,1591,0,14760,POINT (-82.458776 27.947423)
COMMUNITY HEALTH CENTE,KY,GREENVILLE,10080,1404,1633,POINT (-87.17854 37.201149)
HORIZON HEALTH CARE IN,SD,FAITH,2763,883,928,POINT (-102.03554 45.02317)
MONTCLAIR RADIOLOGY,NJ,POMPTON PLAINS,3359,5773,0,POINT (-74.296097 40.968102)
BBH SBMC LLC,AL,ALABASTER,330858,1579777,0,POINT (-86.816869 33.244037)
WINNER REGIONAL HEALTH,SD,WINNER,19639,2149,0,POINT (-99.850417 43.376549)
NEIGHBORHOOD OUTREACH,AZ,PHOENIX,290,266,0,POINT (-112.072585 33.448204)
POND CYPRESS INPATIENT,FL,LOXAHATCHEE,0,79956,0,POINT (-80.279999 26.6833)
BERKELEY EMERGENCY MED,CA,BERKELEY,241369,42829,0,POINT (-122.270455 37.869058)
TANGLEWOOD PARK PHYSIC,NC,CLEMMONS,68646,21550,0,POINT (-80.382648 36.030549)
SADDOUK INTERNAL MEDIC,AZ,MESA,0,738,0,POINT (-111.831498 33.41514)
UCI DEPARTMENT OF UROL,CA,ORANGE,0,181,0,POINT (-117.853096 33.791489)
MIGRANT HEALTH CENTER,PR,YAUCO,0,0,59982,POINT (-66.850323 18.03338)
SAINT FRANCIS HEALTHCA,MO,CAPE GIRARDEAU,266817,1736033,43800,POINT (-89.552421 37.313167)
CHARLOTTE MEDICAL CLIN,NC,CHARLOTTE,477,1210,0,POINT (-80.840161 35.222936)
FRIENDLY URGENT CARE,NJ,LAKEWOOD,1032571,123292,280,POINT (-74.216273 40.08991)
REDMOND REGIONAL,GA,ROME,664989,1808921,0,POINT (-85.180623 34.260461)
APEX RADIOLOGY INC,OH,WAUSEON,0,1670,0,POINT (-84.141521 41.54919)
ST VINCENT DE PAUL COM,OH,CINCINNATI,0,0,1979,POINT (-84.513808 39.104427)
ALTAMED HEALTH SERVICE,CA,SANTA ANA,0,186,1445,POINT (-117.869781 33.749738)
NOVANT MEDICAL GROUP,NC,CHARLOTTE,9093,2225,0,POINT (-80.840161 35.222936)
PINNACLE HEALTH MEDICA,PA,LEMOYNE,74,5286,0,POINT (-76.894662 40.247518)
MASSACHUSETTS GENERAL,MA,SOMERVILLE,0,86,0,POINT (-71.097145 42.389121)
SANFORD CLINIC NORTH,MN,THIEF RIVER FALLS,0,323,0,POINT (-96.181546 48.119141)
COMMUNITY MEDICAL ASSO,KY,LOUISVILLE,89,298,0,POINT (-85.751569 38.256078)
KONZA PRAIRIE COMMUNIT,KS,JUNCTION CITY,27878,621,17613,POINT (-96.837231 39.02829)
SANTA CRUZ RADIOLOGY,AZ,NOGALES,764,9631,0,POINT (-110.934129 31.341931)
NORTH SHORE LIJ MEDICA,NY,SYOSSET,0,955,0,POINT (-73.501884 40.82533)
TRIHEALTH,OH,CINCINNATI,939,1101,120,POINT (-84.513808 39.104427)
PHYSICIANS URGENT CARE,MS,CORINTH,316742,109507,0,POINT (-88.520628 34.934366)
PULMONARY ASSOCIATES P,AR,LITTLE ROCK,0,2714,0,POINT (-92.275105 34.748745)
SIGNATURE MEDICAL GROU,MA,RANDOLPH,0,423,0,POINT (-71.041328 42.162583)
MANATEE PHYSICIAN ALLI,FL,BRADENTON,0,828,0,POINT (-82.562798 27.488962)
PROGRESSIVE MEDICAL MA,MS,BATESVILLE,223873,267431,0,POINT (-89.951029 34.313747)
TINA MCGUFFEY,ID,BOISE,432,52,0,POINT (-116.201579 43.615791)
986 SPECIALTY PHARMACY,CA,PASADENA,51,0,26226,POINT (-118.141452 34.14955)
NATIONAL MEDICAL PROFE,AZ,LAVEEN,3531,1758,0,POINT (-112.168602 33.362801)
NORTHERN MONMOUTH COUN,NJ,TOMS RIVER,0,979,0,POINT (-74.198149 39.953394)
LIMA MEMORIAL HEALTH S,OH,LIMA,99266,98067,3049,POINT (-84.104987 40.742696)
LAWRENCE CEDARHURST RE,NY,LAWRENCE,0,466,0,POINT (-73.734602 40.611103)
CRANFORD PARK REHABILI,NJ,CRANFORD,0,18833,0,POINT (-74.304294 40.655757)
LOFTS HOSPITALIST LLC,PA,LANGHORNE,0,544,0,POINT (-74.917008 40.176768)
PARKVIEW MEDICAL PLAZA,CA,RIVERSIDE,0,0,6775,POINT (-117.377025 33.980534)
